loser,best_of,l_one,l_two,l_three,l_four,l_five,loser_id
Lacko L.,3,3.0,4.0,,,,499
Gabashvili T.,3,6.0,3.0,,,,288
Brown D.,3,3.0,7.0,2.0,,,120
Kukushkin M.,3,3.0,1.0,,,,486
Jaziri M.,3,3.0,3.0,,,,409
Robert S.,3,7.0,5.0,1.0,,,750
Sela D.,3,4.0,6.0,3.0,,,808
Krajinovic F.,3,2.0,3.0,,,,475
Querrey S.,3,6.0,1.0,,,,720
Quigley E.,3,4.0,4.0,,,,721
Sijsling I.,3,5.0,1.0,,,,821
Kozlov S.,3,5.0,2.0,,,,473
Dodig I.,3,5.0,5.0,,,,223
Groth S.,3,7.0,6.0,4.0,,,347
Smith J.P.,3,3.0,3.0,,,,843
Isner J.,3,4.0,4.0,,,,399
Kudla D.,3,2.0,2.0,,,,482
Kokkinakis T.,3,6.0,6.0,,,,462
Rublev A.,3,3.0,3.0,,,,768
Anderson K.,3,6.0,3.0,,,,23
Gonzalez A.,3,3.0,2.0,,,,328
Smyczek T.,3,2.0,4.0,,,,844
Matosevic M.,3,1.0,3.0,,,,569
Troicki V.,3,3.0,7.0,4.0,,,899
Dolgopolov O.,3,6.0,3.0,4.0,,,225
Nishioka Y.,3,3.0,1.0,,,,661
Lu Y.H.,3,6.0,1.0,1.0,,,540
Johnson S.,3,2.0,6.0,,,,415
Tomic B.,3,6.0,4.0,2.0,,,891
Mannarino A.,3,3.0,4.0,,,,553
Young D.,3,3.0,3.0,,,,981
Rosol L.,3,3.0,2.0,,,,765
Istomin D.,3,4.0,5.0,,,,400
Sousa J.,3,6.0,4.0,,,,852
Golubev A.,3,6.0,4.0,2.0,,,321
Guez D.,3,6.0,3.0,2.0,,,349
Haase R.,3,6.0,3.0,4.0,,,354
Mahut N.,3,1.0,7.0,6.0,,,549
Mathieu P.H.,3,4.0,,,,,568
Zverev A.,3,1.0,6.0,,,,1007
Janowicz J.,3,4.0,2.0,,,,405
Vanni L.,3,4.0,6.0,,,,925
Herbert P.H,3,5.0,0.0,,,,373
Struff J.L.,3,4.0,6.0,3.0,,,868
Kuznetsov An.,3,3.0,2.0,,,,493
Pospisil V.,3,5.0,4.0,,,,712
Goffin D.,3,1.0,,,,,317
Raonic M.,3,4.0,6.0,6.0,,,733
Coric B.,3,2.0,6.0,3.0,,,170
Paire B.,3,2.0,3.0,,,,685
Gulbis E.,3,3.0,4.0,,,,350
Thiem D.,3,6.0,3.0,,,,884
Bolelli S.,3,4.0,4.0,,,,102
Wawrinka S.,3,4.0,6.0,4.0,,,962
Chardy J.,3,5.0,6.0,,,,151
Bautista R.,3,4.0,2.0,,,,68
Stakhovsky S.,3,6.0,3.0,2.0,,,857
Monfils G.,3,4.0,6.0,6.0,,,612
Ramos-Vinolas A.,3,6.0,3.0,2.0,,,732
Cecchinato M.,3,6.0,3.0,5.0,,,142
Ymer E.,3,4.0,3.0,,,,979
Clezar G.,3,7.0,3.0,1.0,,,163
Vesely J.,3,6.0,6.0,1.0,,,942
Lorenzi P.,3,6.0,0.0,3.0,,,538
Mayer L.,3,6.0,6.0,1.0,,,572
Giraldo S.,3,3.0,0.0,,,,314
Arguello F.,3,2.0,1.0,,,,35
Schwartzman D.,3,7.0,6.0,1.0,,,806
Lajovic D.,3,4.0,6.0,4.0,,,501
Almagro N.,3,6.0,3.0,4.0,,,15
Gonzalez M.,3,6.0,4.0,0.0,,,330
Gimeno-Traver D.,3,4.0,3.0,,,,312
Berlocq C.,3,3.0,7.0,0.0,,,85
Bellucci T.,3,4.0,1.0,,,,77
Robredo T.,3,3.0,2.0,,,,751
Nieminen J.,3,1.0,6.0,,,,656
Rola B.,3,4.0,7.0,4.0,,,761
De Bakker T.,3,6.0,0.0,,,,188
Klizan M.,3,2.0,1.0,,,,454
Montanes A.,3,2.0,2.0,,,,613
Andujar P.,3,3.0,2.0,,,,29
Carreno-Busta P.,3,5.0,3.0,,,,137
Monaco J.,3,3.0,6.0,2.0,,,611
Souza J.,3,6.0,6.0,4.0,,,854
Delbonis F.,3,4.0,7.0,6.0,,,204
Cuevas P.,3,6.0,5.0,0.0,,,178
Haider-Maurer A.,3,5.0,1.0,,,,356
Nadal R.,3,6.0,2.0,5.0,,,637
Fognini F.,3,2.0,3.0,,,,282
Groth S.,3,3.0,6.0,0.0,,,347
Granollers M.,3,4.0,2.0,,,,335
Kamke T.,3,6.0,2.0,,,,427
Brown D.,3,1.0,2.0,,,,120
Kokkinakis T.,3,4.0,6.0,,,,462
Krajicek A.,3,6.0,1.0,,,,474
Estrella Burgos V.,3,2.0,5.0,,,,260
Haase R.,3,3.0,6.0,2.0,,,354
Krajinovic F.,3,3.0,7.0,0.0,,,475
Dodig I.,3,4.0,4.0,,,,223
Garza D.,3,4.0,3.0,,,,300
Young D.,3,6.0,2.0,2.0,,,981
Mannarino A.,3,6.0,4.0,4.0,,,553
Gonzalez A.,3,3.0,5.0,,,,328
Gabashvili T.,3,4.0,6.0,2.0,,,288
Sijsling I.,3,3.0,6.0,,,,821
Dimitrov G.,3,5.0,6.0,0.0,,,218
Haider-Maurer A.,3,2.0,3.0,,,,356
Johnson S.,3,6.0,5.0,3.0,,,415
Giraldo S.,3,3.0,4.0,,,,314
Becker B.,3,6.0,3.0,2.0,,,71
Lajovic D.,3,6.0,3.0,1.0,,,501
Lu Y.H.,3,1.0,3.0,,,,540
Matosevic M.,3,6.0,4.0,,,,569
Troicki V.,3,6.0,3.0,3.0,,,899
Dolgopolov O.,3,4.0,4.0,,,,225
Karlovic I.,3,6.0,6.0,6.0,,,430
Tomic B.,3,4.0,6.0,1.0,,,891
Anderson K.,3,2.0,6.0,3.0,,,23
Harrison R.,3,6.0,0.0,0.0,,,369
Nishikori K.,3,3.0,5.0,,,,660
Bellucci T.,3,4.0,7.0,1.0,,,77
Robert S.,3,0.0,1.0,,,,750
Gonzalez M.,3,2.0,2.0,,,,330
Nieminen J.,3,6.0,7.0,0.0,,,656
Vesely J.,3,4.0,3.0,,,,942
Carreno-Busta P.,3,6.0,0.0,,,,137
Montanes A.,3,3.0,2.0,,,,613
Schwartzman D.,3,3.0,3.0,,,,806
Zeballos H.,3,4.0,1.0,,,,992
Molteni A.,3,2.0,2.0,,,,610
Cecchinato M.,3,6.0,5.0,3.0,,,142
Andujar P.,3,3.0,6.0,2.0,,,29
Lorenzi P.,3,4.0,2.0,,,,538
Andreozzi G.,3,6.0,1.0,,,,27
Mayer L.,3,4.0,4.0,,,,572
Arguello F.,3,4.0,0.0,,,,35
Bagnis F.,3,2.0,1.0,,,,48
Fognini F.,3,3.0,0.0,,,,282
Ramos-Vinolas A.,3,3.0,4.0,,,,732
Olivo R.,3,1.0,2.0,,,,677
Cuevas P.,3,6.0,7.0,4.0,,,178
Robredo T.,3,3.0,2.0,,,,751
Rola B.,3,1.0,3.0,,,,761
Delbonis F.,3,1.0,1.0,,,,204
Almagro N.,3,3.0,7.0,4.0,,,15
Berlocq C.,3,6.0,2.0,,,,85
Monaco J.,3,4.0,1.0,,,,611
Mcgee J.,3,1.0,2.0,,,,576
Martin F.,3,5.0,4.0,,,,564
Gulbis E.,3,5.0,2.0,,,,350
Youzhny M.,3,3.0,1.0,,,,982
Seppi A.,3,4.0,7.0,4.0,,,809
Chardy J.,3,6.0,4.0,,,,151
Pouille L.,3,3.0,3.0,,,,713
Rosol L.,3,6.0,1.0,4.0,,,765
Zverev A.,3,1.0,6.0,,,,1007
Thiem D.,3,3.0,2.0,,,,884
Jaziri M.,3,7.0,3.0,3.0,,,409
Muller G.,3,4.0,5.0,,,,627
Ward J.,3,4.0,4.0,,,,960
Goffin D.,3,2.0,5.0,,,,317
Pospisil V.,3,4.0,4.0,,,,712
Garcia-Lopez G.,3,5.0,1.0,,,,298
Sousa J.,3,0.0,2.0,,,,852
Baghdatis M.,3,4.0,6.0,6.0,,,47
Istomin D.,3,4.0,6.0,4.0,,,400
Bautista R.,3,4.0,6.0,6.0,,,68
Bolelli S.,3,6.0,7.0,0.0,,,102
Golubev A.,3,1.0,2.0,,,,321
Lopez F.,3,6.0,5.0,3.0,,,533
Verdasco F.,3,4.0,3.0,,,,940
Murray A.,3,1.0,3.0,,,,633
Stakhovsky S.,3,3.0,6.0,2.0,,,857
Gasquet R.,3,1.0,,,,,301
Ilhan M.,3,1.0,1.0,,,,395
Coric B.,3,2.0,1.0,,,,170
Berdych T.,3,0.0,7.0,4.0,,,83
Djokovic N.,3,3.0,5.0,,,,221
Becker B.,3,3.0,6.0,,,,71
Kukushkin M.,3,4.0,2.0,,,,486
Gabashvili T.,3,2.0,6.0,3.0,,,288
Sousa J.,3,3.0,5.0,,,,852
Lajovic D.,3,4.0,3.0,,,,501
De Bakker T.,3,6.0,4.0,,,,188
Fish M.,3,4.0,6.0,6.0,,,279
Troicki V.,3,4.0,4.0,,,,899
Thiem D.,3,6.0,1.0,,,,884
Zverev M.,3,4.0,4.0,,,,1008
Novikov D.,3,4.0,4.0,,,,665
Matosevic M.,3,7.0,4.0,3.0,,,569
Groth S.,3,6.0,6.0,,,,347
Struff J.L.,3,6.0,3.0,,,,868
Haider-Maurer A.,3,4.0,4.0,,,,356
Vesely J.,3,3.0,1.0,,,,942
Dancevic F.,3,2.0,5.0,,,,180
Estrella Burgos V.,3,3.0,7.0,4.0,,,260
Carreno-Busta P.,3,3.0,4.0,,,,137
Andujar P.,3,6.0,3.0,,,,29
Querrey S.,3,6.0,4.0,2.0,,,720
Krajinovic F.,3,4.0,6.0,2.0,,,475
Granollers M.,3,2.0,3.0,,,,335
Bellucci T.,3,2.0,7.0,4.0,,,77
Lu Y.H.,3,7.0,2.0,5.0,,,540
Bolt A.,3,4.0,2.0,,,,103
Ito T.,3,5.0,1.0,,,,401
Janowicz J.,3,4.0,6.0,6.0,,,405
Krajicek A.,3,6.0,4.0,,,,474
Youzhny M.,3,3.0,4.0,,,,982
Brown D.,3,7.0,3.0,6.0,,,120
Kudla D.,3,4.0,5.0,,,,482
Delbonis F.,3,5.0,4.0,,,,204
Smyczek T.,3,3.0,1.0,,,,844
Duckworth J.,3,2.0,6.0,,,,234
Cilic M.,3,4.0,4.0,,,,158
Harrison R.,3,4.0,4.0,,,,369
Garcia-Lopez G.,3,5.0,7.0,3.0,,,298
Gimeno-Traver D.,3,4.0,1.0,,,,312
Nieminen J.,3,6.0,5.0,0.0,,,656
Pospisil V.,3,1.0,3.0,,,,712
Fognini F.,3,6.0,3.0,,,,282
Benneteau J.,3,2.0,3.0,,,,81
Roger-Vasselin E.,3,7.0,4.0,4.0,,,759
Melzer J.,3,3.0,4.0,,,,587
Dodig I.,3,6.0,1.0,6.0,,,223
Coric B.,3,3.0,4.0,,,,170
Baghdatis M.,3,1.0,3.0,,,,47
Chardy J.,3,4.0,2.0,,,,151
Giraldo S.,3,1.0,6.0,,,,314
Klizan M.,3,6.0,0.0,3.0,,,454
Gasquet R.,3,6.0,6.0,1.0,,,301
Istomin D.,3,4.0,3.0,,,,400
Kyrgios N.,3,6.0,6.0,6.0,,,497
Bolelli S.,3,3.0,4.0,,,,102
Hanescu V.,3,4.0,4.0,,,,363
Muller G.,3,6.0,3.0,6.0,,,627
Wawrinka S.,3,3.0,6.0,3.0,,,962
Schwartzman D.,3,4.0,2.0,,,,806
Karlovic I.,3,3.0,6.0,,,,430
Golubev A.,3,4.0,7.0,4.0,,,321
Sijsling I.,3,4.0,2.0,,,,821
Stakhovsky S.,3,1.0,4.0,,,,857
Jaziri M.,3,3.0,6.0,2.0,,,409
Gulbis E.,3,4.0,4.0,,,,350
Kohlschreiber P.,3,1.0,6.0,1.0,,,460
Verdasco F.,3,7.0,1.0,4.0,,,940
Monaco J.,3,2.0,7.0,6.0,,,611
Anderson K.,3,6.0,2.0,,,,23
Ferrer D.,3,5.0,4.0,,,,274
Ramos-Vinolas A.,3,5.0,3.0,,,,732
Cuevas P.,3,2.0,6.0,3.0,,,178
Johnson S.,3,4.0,2.0,,,,415
Haase R.,3,4.0,7.0,6.0,,,354
Bautista R.,3,6.0,3.0,2.0,,,68
Berrer M.,3,2.0,5.0,,,,86
Young D.,3,4.0,2.0,,,,981
Dolgopolov O.,3,6.0,4.0,,,,225
Dimitrov G.,3,4.0,6.0,5.0,,,218
Seppi A.,3,3.0,4.0,,,,809
Nishikori K.,3,4.0,6.0,,,,660
Mannarino A.,3,3.0,3.0,,,,553
Rosol L.,3,2.0,6.0,4.0,,,765
Robredo T.,3,3.0,2.0,,,,751
Simon G.,3,2.0,4.0,,,,827
Kokkinakis T.,3,4.0,6.0,4.0,,,462
Sock J.,3,3.0,2.0,,,,846
Isner J.,3,4.0,6.0,,,,399
Lopez F.,3,3.0,4.0,,,,533
Tomic B.,3,,,,,,891
Berdych T.,3,4.0,0.0,,,,83
Nadal R.,3,6.0,6.0,5.0,,,637
Murray A.,3,2.0,3.0,,,,633
Raonic M.,3,5.0,4.0,,,,733
Federer R.,3,3.0,7.0,2.0,,,271
Lu Y.H.,3,1.0,,,,,540
Kokkinakis T.,3,4.0,6.0,2.0,,,462
Becker B.,3,6.0,6.0,4.0,,,71
Granollers M.,3,0.0,6.0,4.0,,,335
Soeda G.,3,3.0,4.0,,,,849
Dzumhur D.,3,3.0,6.0,3.0,,,240
Stakhovsky S.,3,3.0,7.0,4.0,,,857
Lajovic D.,3,6.0,6.0,2.0,,,501
Edmund K.,3,2.0,2.0,,,,246
Matosevic M.,3,3.0,3.0,,,,569
Sousa J.,3,2.0,2.0,,,,852
Menendez-Maceiras A.,3,6.0,3.0,4.0,,,588
Schwartzman D.,3,6.0,5.0,,,,806
Istomin D.,3,4.0,4.0,,,,400
Bemelmans R.,3,5.0,7.0,4.0,,,79
Estrella Burgos V.,3,4.0,3.0,,,,260
Golubev A.,3,6.0,2.0,3.0,,,321
Berrer M.,3,7.0,4.0,4.0,,,86
Andujar P.,3,6.0,6.0,3.0,,,29
Johnson S.,3,4.0,6.0,2.0,,,415
Lorenzi P.,3,3.0,4.0,,,,538
Baghdatis M.,3,2.0,2.0,,,,47
Haider-Maurer A.,3,6.0,3.0,6.0,,,356
Groth S.,3,5.0,7.0,4.0,,,347
Del Potro J.M.,3,4.0,6.0,,,,203
Roger-Vasselin E.,3,4.0,2.0,,,,759
Jaziri M.,3,6.0,5.0,5.0,,,409
Berankis R.,3,4.0,1.0,,,,82
Vesely J.,3,6.0,6.0,5.0,,,942
Harrison R.,3,6.0,3.0,,,,369
Carreno-Busta P.,3,6.0,1.0,4.0,,,137
Hewitt L.,3,5.0,7.0,4.0,,,379
Chung H.,3,3.0,4.0,,,,156
Krajicek A.,3,6.0,5.0,,,,474
Querrey S.,3,7.0,6.0,4.0,,,720
Struff J.L.,3,4.0,4.0,,,,868
Young D.,3,4.0,2.0,,,,981
Nieminen J.,3,4.0,6.0,,,,656
Haase R.,3,2.0,6.0,0.0,,,354
Lopez F.,3,6.0,6.0,3.0,,,533
Berlocq C.,3,7.0,5.0,2.0,,,85
Almagro N.,3,4.0,2.0,,,,15
Youzhny M.,3,2.0,1.0,,,,982
Zverev A.,3,6.0,3.0,,,,1007
Kukushkin M.,3,3.0,7.0,0.0,,,486
Ramos-Vinolas A.,3,4.0,6.0,2.0,,,732
Duckworth J.,3,6.0,2.0,1.0,,,234
Gulbis E.,3,2.0,4.0,,,,350
Bolelli S.,3,5.0,6.0,4.0,,,102
Smyczek T.,3,4.0,6.0,3.0,,,844
Fognini F.,3,6.0,1.0,,,,282
Krajinovic F.,3,6.0,2.0,6.0,,,475
Rublev A.,3,3.0,4.0,,,,768
Karlovic I.,3,4.0,2.0,,,,430
Delbonis F.,3,1.0,1.0,,,,204
Bautista R.,3,4.0,6.0,4.0,,,68
Melzer J.,3,4.0,1.0,,,,587
Muller G.,3,4.0,7.0,3.0,,,627
Robredo T.,3,7.0,3.0,5.0,,,751
Pospisil V.,3,2.0,2.0,,,,712
Coric B.,3,0.0,4.0,,,,170
Gabashvili T.,3,1.0,4.0,,,,288
Cuevas P.,3,6.0,2.0,5.0,,,178
Klizan M.,3,0.0,7.0,1.0,,,454
Mayer L.,3,4.0,4.0,,,,572
Giraldo S.,3,3.0,4.0,,,,314
Sock J.,3,4.0,3.0,,,,846
Wawrinka S.,3,6.0,6.0,,,,962
Tsonga J.W.,3,4.0,6.0,,,,907
Nadal R.,3,4.0,6.0,3.0,,,637
Tomic B.,3,7.0,6.0,1.0,,,891
Garcia-Lopez G.,3,5.0,4.0,,,,298
Troicki V.,3,2.0,2.0,,,,899
Bellucci T.,3,5.0,4.0,,,,77
Janowicz J.,3,4.0,3.0,,,,405
Chardy J.,3,1.0,7.0,6.0,,,151
Rosol L.,3,4.0,5.0,,,,765
Darcis S.,3,0.0,5.0,,,,183
Falla A.,3,3.0,4.0,,,,268
Dimitrov G.,3,6.0,2.0,,,,218
Monfils G.,3,3.0,2.0,,,,612
Mannarino A.,3,6.0,6.0,5.0,,,553
Verdasco F.,3,3.0,3.0,,,,940
Anderson K.,3,4.0,6.0,3.0,,,23
Simon G.,3,6.0,0.0,,,,827
Dolgopolov O.,3,7.0,5.0,0.0,,,225
Goffin D.,3,1.0,2.0,,,,317
Raonic M.,3,7.0,6.0,6.0,,,733
Thiem D.,3,6.0,4.0,1.0,,,884
Monaco J.,3,3.0,4.0,,,,611
Nishikori K.,3,4.0,3.0,,,,660
Ferrer D.,3,5.0,5.0,,,,274
Berdych T.,3,4.0,4.0,,,,83
Isner J.,3,6.0,2.0,,,,399
Murray A.,3,6.0,6.0,0.0,,,633
Carreno-Busta P.,3,6.0,6.0,4.0,,,137
Ramos-Vinolas A.,3,1.0,6.0,3.0,,,732
Kuznetsov An.,3,2.0,4.0,,,,493
Struff J.L.,3,2.0,7.0,6.0,,,868
Idmbarek Y.,3,3.0,1.0,,,,393
Kamke T.,3,3.0,4.0,,,,427
Haase R.,3,2.0,4.0,,,,354
Mathieu P.H.,3,2.0,6.0,,,,568
Gonzalez M.,3,3.0,6.0,3.0,,,330
Daniel T.,3,4.0,1.0,,,,182
Schwartzman D.,3,6.0,5.0,4.0,,,806
Jaziri M.,3,4.0,3.0,,,,409
Brown D.,3,4.0,6.0,6.0,,,120
Andujar P.,3,5.0,3.0,,,,29
Berlocq C.,3,5.0,5.0,,,,85
Granollers M.,3,0.0,,,,,335
De Greef A.,3,2.0,3.0,,,,190
Youzhny M.,3,6.0,3.0,,,,982
Garcia-Lopez G.,3,3.0,3.0,,,,298
Kukushkin M.,3,1.0,1.0,,,,486
Bedene A.,3,1.0,4.0,,,,72
Ouahab L.,3,4.0,3.0,,,,682
Almagro N.,3,4.0,6.0,,,,15
Haider-Maurer A.,3,3.0,3.0,,,,356
Vesely J.,3,7.0,4.0,4.0,,,942
Dzumhur D.,3,6.0,4.0,0.0,,,240
Gimeno-Traver D.,3,2.0,2.0,,,,312
Estrella Burgos V.,3,6.0,4.0,,,,260
Berankis R.,3,2.0,6.0,,,,82
Matosevic M.,3,1.0,,,,,569
Hewitt L.,3,6.0,6.0,3.0,,,379
Lajovic D.,3,4.0,4.0,,,,501
Smyczek T.,3,3.0,3.0,,,,844
Arguello F.,3,3.0,5.0,,,,35
Dutra Silva R.,3,2.0,2.0,,,,239
Young D.,3,5.0,4.0,,,,981
Clezar G.,3,4.0,6.0,6.0,,,163
Lorenzi P.,3,3.0,3.0,,,,538
Souza J.,3,7.0,4.0,2.0,,,854
Soeda G.,3,3.0,3.0,,,,849
Delbonis F.,3,7.0,0.0,3.0,,,204
Johnson S.,3,1.0,6.0,0.0,,,415
Groth S.,3,3.0,3.0,,,,347
Bautista R.,3,4.0,4.0,,,,68
Tipsarevic J.,3,6.0,3.0,,,,888
Chung H.,3,6.0,2.0,,,,156
Isner J.,3,2.0,6.0,,,,399
Chardy J.,3,5.0,7.0,6.0,,,151
Giraldo S.,3,4.0,4.0,,,,314
Gabashvili T.,3,2.0,3.0,,,,288
Lopez F.,3,4.0,1.0,,,,533
Anderson K.,3,6.0,3.0,,,,23
Verdasco F.,3,5.0,6.0,4.0,,,940
Querrey S.,3,6.0,6.0,,,,720
Bolelli S.,3,4.0,6.0,,,,102
Rosol L.,3,6.0,2.0,3.0,,,765
Youzhny M.,3,6.0,4.0,,,,982
Gulbis E.,3,1.0,0.0,,,,350
Kukushkin M.,3,4.0,4.0,,,,486
Coric B.,3,5.0,7.0,2.0,,,170
Kudla D.,3,3.0,6.0,,,,482
Carreno-Busta P.,3,6.0,6.0,4.0,,,137
Gombos N.,3,1.0,4.0,,,,322
Roger-Vasselin E.,3,1.0,6.0,0.0,,,759
Haase R.,3,1.0,1.0,,,,354
Janowicz J.,3,3.0,1.0,,,,405
Becker B.,3,0.0,2.0,,,,71
Johnson S.,3,4.0,4.0,,,,415
Mannarino A.,3,3.0,0.0,,,,553
Kuznetsov An.,3,6.0,3.0,4.0,,,493
Thiem D.,3,4.0,4.0,,,,884
Vesely J.,3,4.0,2.0,,,,942
Seppi A.,3,3.0,6.0,4.0,,,809
Schwartzman D.,3,5.0,2.0,,,,806
Struff J.L.,3,4.0,4.0,,,,868
Klizan M.,3,6.0,7.0,2.0,,,454
Balleret B.,3,4.0,2.0,,,,55
Verdasco F.,3,4.0,6.0,4.0,,,940
Ramos-Vinolas A.,3,1.0,4.0,,,,732
Estrella Burgos V.,3,2.0,0.0,,,,260
Tomic B.,3,7.0,6.0,4.0,,,891
Mayer F.,3,3.0,6.0,3.0,,,571
Stakhovsky S.,3,4.0,6.0,,,,857
Kohlschreiber P.,3,7.0,3.0,6.0,,,460
Granollers M.,3,1.0,1.0,,,,335
Monaco J.,3,1.0,4.0,,,,611
Pouille L.,3,2.0,1.0,,,,713
Paire B.,3,4.0,5.0,,,,685
Fognini F.,3,3.0,4.0,,,,282
Chardy J.,3,2.0,1.0,,,,151
Sousa J.,3,3.0,6.0,,,,852
Troicki V.,3,6.0,6.0,,,,899
Goffin D.,3,3.0,4.0,,,,317
Dolgopolov O.,3,6.0,6.0,,,,225
Robredo T.,3,3.0,6.0,3.0,,,751
Wawrinka S.,3,1.0,2.0,,,,962
Federer R.,3,4.0,6.0,,,,271
Bautista R.,3,6.0,4.0,,,,68
Isner J.,3,6.0,6.0,3.0,,,399
Tsonga J.W.,3,3.0,6.0,,,,907
Simon G.,3,2.0,7.0,1.0,,,827
Haider-Maurer A.,3,4.0,0.0,,,,356
Raonic M.,3,2.0,,,,,733
Dimitrov G.,3,1.0,3.0,,,,218
Cilic M.,3,0.0,3.0,,,,158
Ferrer D.,3,4.0,7.0,2.0,,,274
Monfils G.,3,1.0,4.0,,,,612
Nadal R.,3,3.0,3.0,,,,637
Berdych T.,3,5.0,6.0,3.0,,,83
Souza J.,3,1.0,0.0,,,,854
Struff J.L.,3,7.0,5.0,2.0,,,868
Sugita Y.,3,1.0,0.0,,,,870
Fucsovics M.,3,4.0,2.0,,,,287
Munar J.,3,2.0,2.0,,,,628
Ramos-Vinolas A.,3,4.0,1.0,,,,732
De Bakker T.,3,7.0,5.0,4.0,,,188
Matosevic M.,3,2.0,3.0,,,,569
Carreno-Busta P.,3,5.0,4.0,,,,137
De Schepper K.,3,4.0,6.0,3.0,,,195
Thiem D.,3,3.0,6.0,,,,884
Ward J.,3,6.0,6.0,1.0,,,960
Berankis R.,3,6.0,4.0,5.0,,,82
Verdasco F.,3,6.0,3.0,,,,940
Gonzalez A.,3,5.0,1.0,,,,328
Lorenzi P.,3,0.0,,,,,538
Bellucci T.,3,3.0,4.0,,,,77
Gabashvili T.,3,3.0,4.0,,,,288
Kukushkin M.,3,3.0,2.0,,,,486
Carballes Baena R.,3,4.0,5.0,,,,135
Mayer L.,3,6.0,1.0,2.0,,,572
Cilic M.,3,4.0,4.0,,,,158
Sousa J.,3,3.0,6.0,1.0,,,852
Monaco J.,3,7.0,0.0,3.0,,,611
Kyrgios N.,3,6.0,5.0,6.0,,,497
Montanes A.,3,2.0,3.0,,,,613
Kuznetsov An.,3,6.0,3.0,,,,493
Almagro N.,3,3.0,1.0,,,,15
Ilhan M.,3,2.0,7.0,6.0,,,395
Gulbis E.,3,6.0,2.0,3.0,,,350
Tsonga J.W.,3,4.0,2.0,,,,907
Rublev A.,3,6.0,4.0,1.0,,,768
Cuevas P.,3,6.0,2.0,,,,178
Giraldo S.,3,2.0,1.0,,,,314
Estrella Burgos V.,3,4.0,3.0,,,,260
Ymer E.,3,3.0,4.0,,,,979
Lopez F.,3,3.0,4.0,,,,533
Nadal R.,3,4.0,6.0,,,,637
Paire B.,3,4.0,6.0,,,,685
Granollers M.,3,2.0,2.0,,,,335
Bautista R.,3,2.0,6.0,1.0,,,68
Robredo T.,3,6.0,4.0,,,,751
Kohlschreiber P.,3,3.0,6.0,,,,460
Fognini F.,3,1.0,3.0,,,,282
Klizan M.,3,1.0,2.0,,,,454
Ferrer D.,3,6.0,3.0,,,,274
Andujar P.,3,4.0,4.0,,,,29
Mayer F.,3,6.0,4.0,5.0,,,571
Troicki V.,3,7.0,3.0,1.0,,,899
Stakhovsky S.,3,2.0,7.0,6.0,,,857
Copil M.,3,6.0,4.0,3.0,,,166
Dodig I.,3,5.0,6.0,4.0,,,223
Darcis S.,3,4.0,2.0,,,,183
Golubev A.,3,6.0,4.0,,,,321
Giustino L.,3,2.0,0.0,,,,316
Zopp J.,3,5.0,1.0,,,,1004
Fabbiano T.,3,4.0,3.0,,,,267
Istomin D.,3,3.0,4.0,,,,400
Schwartzman D.,3,3.0,6.0,,,,806
Lajovic D.,3,6.0,4.0,3.0,,,501
Jaziri M.,3,3.0,1.0,,,,409
Baghdatis M.,3,5.0,2.0,,,,47
Coric B.,3,6.0,3.0,4.0,,,170
Haider-Maurer A.,3,4.0,4.0,,,,356
Mektic N.,3,5.0,2.0,,,,583
Youzhny M.,3,1.0,2.0,,,,982
Tipsarevic J.,3,5.0,4.0,,,,888
Karlovic I.,3,4.0,4.0,,,,430
Rosol L.,3,4.0,6.0,,,,765
Simon G.,3,7.0,4.0,2.0,,,827
Bolelli S.,3,3.0,6.0,,,,102
Gimeno-Traver D.,3,6.0,1.0,4.0,,,312
Monfils G.,3,7.0,4.0,2.0,,,612
Vesely J.,3,6.0,6.0,,,,942
Berankis R.,3,3.0,7.0,4.0,,,82
Chardy J.,3,2.0,4.0,,,,151
Gonzalez A.,3,3.0,3.0,,,,328
Silva F.,3,3.0,6.0,1.0,,,823
Lestienne C.,3,3.0,1.0,,,,518
Elias G.,3,2.0,6.0,3.0,,,253
Matosevic M.,3,6.0,1.0,,,,569
Fischer M.,3,4.0,6.0,3.0,,,278
Carballes Baena R.,3,2.0,2.0,,,,135
Sousa J.,3,6.0,3.0,,,,852
Robert S.,3,3.0,6.0,,,,750
Ramos-Vinolas A.,3,3.0,7.0,6.0,,,732
Mayer L.,3,6.0,2.0,,,,572
Lopez F.,3,6.0,6.0,4.0,,,533
De Schepper K.,3,2.0,3.0,,,,195
Krajinovic F.,3,3.0,3.0,,,,475
Vega Hernandez D.,3,1.0,2.0,,,,933
Anderson K.,3,4.0,6.0,1.0,,,23
Montanes A.,3,6.0,3.0,6.0,,,613
Machado R.,3,4.0,7.0,1.0,,,546
Muller G.,3,2.0,4.0,,,,627
Haase R.,3,3.0,4.0,,,,354
Coric B.,3,3.0,6.0,,,,170
Almagro N.,3,1.0,6.0,,,,15
Carreno-Busta P.,3,7.0,6.0,3.0,,,137
Garcia-Lopez G.,3,6.0,2.0,6.0,,,298
Kyrgios N.,3,3.0,2.0,,,,497
Basilashvili N.,3,1.0,3.0,,,,64
Youzhny M.,3,6.0,3.0,,,,982
Dzumhur D.,3,3.0,3.0,,,,240
Nedovyesov A.,3,3.0,4.0,,,,650
Kavcic B.,3,2.0,1.0,,,,432
Paire B.,3,3.0,4.0,,,,685
Darcis S.,3,2.0,,,,,183
